"She a selfish bitch! RT @MzPhyCat: @SMOKE_FieldMob: She sucks her thumb but don't give head. I HATE HER!!! Dirty heffa!!! Lmaaaao","3"
"Love how yu say Yu love me &amp; nvr hurt me &amp; yet yur fuckin sumone els Bitch go away i Hate yOU!!","2"
"I hate that bitch in the background of MILF she's so annoying","2"
"I hate all you bitches. All you know is gas. ","2"
"RT @JessieLegare: Awee I really hate being away from @_itskinleybitch !!! Uggh I miss you lover","1"
"I fucking hate girls on their high horse like bitch sit the fuck down","3"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @Cubianaa: Y'all Bitches can't cook or clean don't go to school or work all ya'll know is Instagram twitter and vine ","2"
"RT @LetsQuoteComedy: I hate when people text me hours later, trying to continue the conversation. Bitch, the feeling is gone","2"
"People are going back to school today &amp; I'm just over here like """"GRADUATED BITCHEZZZ"""" ","1"
"RT @BlackHomer_: I hate when girls say """"I'm single but my heart is taken"""" bitch, that nigga don't love you. move on !!!","2"
"@__xQueen why you ain't at school bitch ?","2"
"I hate when bitches are like """"smoking isn't cute""""... Bitch, aint nobody trynna be cute, we are trynna get high.","2"
"RT @DamnSheBougiee: Bitches think that shit cute not going to school dumb bitch get up off your ass And go learn some leave that dumb shit ","2"
"RT @HellRaisingBtch: I hate SNOBBY bitches. normal bitches are fine.","2"
"""""@Xtina666: All the bitches at school are extra happy today &amp; shit. I'm just like get the fuck away. ","2"
"Going to try not to stab a bitch on the first day of school, but well see","2"
"RT @Prince_Polo_SP: @9LeaveMeAlone5: I got FUCKING school tommorow. WHAT THE FUCK stop bitching this aint a fuckin hotline","2"
"Every hair salon in Worcester must be PACKED today buuuut here in NY they're empty since these bitches have school in September -.-","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"I fuckin hate this bitch","3"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @LOHANTHONY: going to try to not stab a bitch on my first day of school today let's see how this goes","2"
"RT @LOHANTHONY: going to try to not stab a bitch on my first day of school today let's see how this goes","2"
"RT @cristian__bitch: Glad I don't have school right now","1"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @DalaquanW_15: """"@_Perciosa: I Hate This Bitch His Name @DalaquanW_15 ","3"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @IThinkImTspoon: i hate a liara cheater and a sneaky ass bitch ","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"I hate when teachers do this -.- like no bitch I don't want to meet this white stuck up girls that's why I don't talk to them you fuck face","3"
"RT @Cubianaa: Y'all Bitches can't cook or clean don't go to school or work all ya'll know is Instagram twitter and vine ","2"
"I hate hate that bitch","3"
"I HATE when mother fuckers tell me to get a sugar daddy I got my own bitch I don't need no broke nigga tryna stunt like he can afford me","3"
"RT @Dontsilicious: I Hate a SIDE bitch with MAIN bitch emotions know yo place toe","3"
"Smh idk if this going to a school with black people thing is gonna work. Let one more bitch flip her weave in my face -___-","3"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @FunnyOrTruth: I hate when a slim bitch say she's fat.","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @Emma_Hale: @christenn_birch: I hate when guys refer to girls as """"bitches"""". @sshettlesworth lol","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @_thugliiife: i hate when bitches hug me after every block. like bitch moooove ","3"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @Quelo__: I fuckin hate this bitch","3"
"@deeJuricc Lmao I mean I hate telling girls there ugly but this bitch is UGLY","3"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @LOHANTHONY: going to try to not stab a bitch on my first day of school today let's see how this goes","2"
"i hate stupid bitches who think they can get what they want.","2"
"sister thinks she knows everything about school! Bitch I been going longer than you... YOU KNOW FUCKING SHIT! #idiot","3"
"RT @BitchhImBellaaa: So happy I graduated high school ","1"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"Yo I didn't go to school to fix bitches. Take y'all broken ass to the doctor.","2"
"I hate calling the women bitches but the bitches love it","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @K_RicheyStyles: I understand you hate me! Lol """"@D_GATES_: Real shit tho """"@K_RicheyStyles: Bitches be like kita and kira some rat bitche","1"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @K_RicheyStyles: I understand you hate me! Lol """"@D_GATES_: Real shit tho """"@K_RicheyStyles: Bitches be like kita and kira some rat bitche","1"
"RT @Cubianaa: Y'all Bitches can't cook or clean don't go to school or work all ya'll know is Instagram twitter and vine ","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @Obey_PrinceDre: I hate it when I'm eating cereal and the last three pieces are like """"Catch me if you can bitch!"""" ","1"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @FunnyOrTruth: I hate when a slim bitch say she's fat.","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"What is the thing you hate the most?  Fake &amp; Phoney Bitches ! http://t.co/SIlci2HTkq","2"
"""""@Cubianaa: Y'all Bitches can't cook or clean don't go to school or work all ya'll know is Instagram twitter and vine ","2"
"I hate when pencil armed kids walk around like they are big, bitch I'll flick you","2"
"It goes from """"babe"""" to """"bitch"""", """"I love you"""" to """"I hate you"""", """"I need you"""" to """"fuck you"""" , """"you're my everything"""" to """"you're nothing""""","2"
"I hate SOMETIMING BITCHES","2"
"Idk why I hate on myself so much, I clearly make myself more happy then any other bitch does","1"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @dghjsus: i hate when bitches say """"Homemade (insert food here) is the best"""" you bitches cant fucking cook fuck your homemade version Mar","3"
"Lil girls be wanting haters yea... Lol bitch you have NOTHING for me to hate on","2"
"RT @Gennyberrios143: Every hair salon in Worcester must be PACKED today buuuut here in NY they're empty since these bitches have school in ","2"
"RT @aaronenetic: And the """"do what's best for you bitches"""" RT @bossdaddyjay_: I hate you """"you can do better than him"""" ass bitches.","3"
"RT @HellRaisingBtch: I hate SNOBBY bitches. normal bitches are fine.","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @Obey_PrinceDre: I hate it when I'm eating cereal and the last three pieces are like """"Catch me if you can bitch!"""" ","1"
"RT @Obey_PrinceDre: I hate it when I'm eating cereal and the last three pieces are like """"Catch me if you can bitch!"""" ","2"
"I hate a Disrespectful ass nigga. BITCH ill smack tf outta you","3"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"Too many fake bitches up in this school","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"@jasminecakes: I hate this bitch go away why do you sit next to melmao","2"
"Now i need my fuckin id's fuck i hate purple pussy black bitches soo sussss","3"
"I HATE LAST PERIOD THO. FUCK THAT BITCH . R'T","3"
"i hate when people take my stuff don't touch my shit bitch.","3"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"I hate when bitches talk about leftovers, BITCH, he's gonna move on, just like you did, damn, he's gonna date someone!","2"
"RT @FunnyOrTruth: I hate when a slim bitch say she's fat.","2"
"RT @__NeshaBaby: Damn I hate a bitch that like to argue n' shit","2"
"RT @Obey_PrinceDre: I hate it when I'm eating cereal and the last three pieces are like """"Catch me if you can bitch!"""" ","2"
"RT @Meshaeeee: I hate SOMETIMING BITCHES","2"
"""""I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to look cute""""","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @Obey_PrinceDre: I hate it when I'm eating cereal and the last three pieces are like """"Catch me if you can bitch!"""" ","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"Cher Lloyd used to be a bully in school, not to mention she tole Coldplay's lyrics and claimed it as her own hashtag bitch","2"
"@lcharriman it's not even that bad... It's school lmao you need to suck it up &amp; quit bitchin","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @BitchhImBellaaa: So happy I graduated high school ","1"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @EndiAllamani: I'm gonna be that bitch that wears a sweater from the first day of school until the last #alwayscold","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"@RomanStewart naw bitch I ain't trippin idec lol fuck school","2"
"RT @SucessAndRiches: I hate bitches that blow squares dawg i swear","2"
"I'm in college not high school, bitch. Ill be on my phone if I want ","2"
"I hate when huge ass people try to squeeze into a middle seat -_- even if you  a big booty judy but slim in the waist bitch dont sit here","3"
"And fat bitches will hate me forever ...","2"
"RT @Obey_PrinceDre: I hate it when I'm eating cereal and the last three pieces are like """"Catch me if you can bitch!"""" ","1"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @delunalove_: @jasminecakes: I hate this bitch go away why do you sit next to melmao","2"
"RT @Officialbre__: I hate a Disrespectful ass nigga. BITCH ill smack tf outta you","3"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @yUMMY_ZOE: """"@treekuh: These bitches in school for a refund check. So they can get their inches up."""" Not to get an education but a check","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @TheeHATEDone: bitches still playing second &amp; allowing it.  i hate yall","2"
"RT @___STACK: I hate bitches that wake up mad at the world. ","2"
"Do you ever instantly hate someone? Like they do something you do and you're all like """"Stfu bitch I do it better fucking off I hate you.""""","3"
"RT @LOHANTHONY: going to try to not stab a bitch on my first day of school today let's see how this goes","2"
"RT @SucessAndRiches: I hate bitches that blow squares dawg i swear","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"I hate when professors ask 'tell me something interesting about you?' Bitch idk maybe that I'm fucking fabulous","2"
"RT @cxkee: relevant. @HONEY_iAintShit: I hate da bitches that want u but would NEVER tell u ","2"
"I hate @_Kickin_Shit ol bitch ass Lol","2"
"Agh! Everyone is back to school and traffic is such a bitch! ","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"I hate this bitch","2"
"RT @LetsQuoteComedy: I hate when people text me hours later, trying to continue the conversation. Bitch, the feeling is gone","2"
"RT @ExquisiteBri: I hate when people say if you dress cute for school you're trying to impress someone. Like no bitch, maybe I just like to","2"
"RT @hisGoon: Lil girls be wanting haters yea... Lol bitch you have NOTHING for me to hate on","2"
"RT @LOHANTHONY: going to try to not stab a bitch on my first day of school today let's see how this goes","2"
"RT @Obey_PrinceDre: I hate it when I'm eating cereal and the last three pieces are like """"Catch me if you can bitch!"""" ","1"
"""""Alexis you can't sleep you need to get ready for school or else you'll sleep in class wake up""""BITCH BYE","2"
"RT @Obey_PrinceDre: I hate it when I'm eating cereal and the last three pieces are like """"Catch me if you can bitch!"""" ","1"
"I love when I get hate on ask, I love bitching people out","2"
"""""@OMGFunniest_: last day of school other people: OMG im gonna miss you all so much :) me: adios bitchachos""""","1"
"You're tacky and I hate you.  Also, you're the meaning of a bitch to me.  #subtweet","2"
